"ISP (UTC)","Area","Reserve Type","Regulation Up - Accepted [17.1.D] (MW)","Regulation Up - Activated [17.1.E] (MWh)","Regulation Down - Accepted [17.1.D] (MW)","Regulation Down - Activated [17.1.E] (MWh)"
"14/07/2024 21:00 - 14/07/2024 22:00","MBA|NO1","aFRR","0.00","0.00","30.00","16.25"
"14/07/2024 21:00 - 14/07/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 21:00 - 14/07/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 22:00 - 14/07/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 22:00 - 14/07/2024 23:00","MBA|NO1","aFRR","0.00","0.00","15.00","5.45"
"14/07/2024 22:00 - 14/07/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 22:00 - 14/07/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"14/07/2024 23:00 - 15/07/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"14/07/2024 23:00 - 15/07/2024 00:00","MBA|NO1","aFRR","0.00","0.00","6.00","0.68"
"14/07/2024 23:00 - 15/07/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"14/07/2024 23:00 - 15/07/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 00:00 - 15/07/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 00:00 - 15/07/2024 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.01"
"15/07/2024 00:00 - 15/07/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 00:00 - 15/07/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 01:00 - 15/07/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 01:00 - 15/07/2024 02:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.00"
"15/07/2024 01:00 - 15/07/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 01:00 - 15/07/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 02:00 - 15/07/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 02:00 - 15/07/2024 03:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.60"
"15/07/2024 02:00 - 15/07/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 02:00 - 15/07/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 03:00 - 15/07/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 03:00 - 15/07/2024 04:00","MBA|NO1","aFRR","0.00","0.00","15.00","12.24"
"15/07/2024 03:00 - 15/07/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 03:00 - 15/07/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 04:00 - 15/07/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 04:00 - 15/07/2024 05:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.08"
"15/07/2024 04:00 - 15/07/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 04:00 - 15/07/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 05:00 - 15/07/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 05:00 - 15/07/2024 06:00","MBA|NO1","aFRR","0.00","0.00","15.00","11.58"
"15/07/2024 05:00 - 15/07/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 05:00 - 15/07/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 06:00 - 15/07/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 06:00 - 15/07/2024 07:00","MBA|NO1","aFRR","0.00","0.00","17.00","0.31"
"15/07/2024 06:00 - 15/07/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 06:00 - 15/07/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 07:00 - 15/07/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 07:00 - 15/07/2024 08:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.00"
"15/07/2024 07:00 - 15/07/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 07:00 - 15/07/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 08:00 - 15/07/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 08:00 - 15/07/2024 09:00","MBA|NO1","aFRR","0.00","0.00","29.00","17.81"
"15/07/2024 08:00 - 15/07/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 08:00 - 15/07/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 09:00 - 15/07/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 09:00 - 15/07/2024 10:00","MBA|NO1","aFRR","0.00","0.00","29.00","0.58"
"15/07/2024 09:00 - 15/07/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 09:00 - 15/07/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 10:00 - 15/07/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 10:00 - 15/07/2024 11:00","MBA|NO1","aFRR","0.00","0.00","26.00","17.77"
"15/07/2024 10:00 - 15/07/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 10:00 - 15/07/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 11:00 - 15/07/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 11:00 - 15/07/2024 12:00","MBA|NO1","aFRR","0.00","0.00","26.00","2.78"
"15/07/2024 11:00 - 15/07/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 11:00 - 15/07/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 12:00 - 15/07/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 12:00 - 15/07/2024 13:00","MBA|NO1","aFRR","0.00","0.00","26.00","18.50"
"15/07/2024 12:00 - 15/07/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 12:00 - 15/07/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 13:00 - 15/07/2024 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 13:00 - 15/07/2024 14:00","MBA|NO1","aFRR","0.00","0.00","30.00","2.30"
"15/07/2024 13:00 - 15/07/2024 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 13:00 - 15/07/2024 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 14:00 - 15/07/2024 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 14:00 - 15/07/2024 15:00","MBA|NO1","aFRR","0.00","0.00","30.00","27.90"
"15/07/2024 14:00 - 15/07/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 14:00 - 15/07/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 15:00 - 15/07/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 15:00 - 15/07/2024 16:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.14"
"15/07/2024 15:00 - 15/07/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 15:00 - 15/07/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 16:00 - 15/07/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 16:00 - 15/07/2024 17:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.36"
"15/07/2024 16:00 - 15/07/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 16:00 - 15/07/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 17:00 - 15/07/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 17:00 - 15/07/2024 18:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.29"
"15/07/2024 17:00 - 15/07/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 17:00 - 15/07/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 18:00 - 15/07/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 18:00 - 15/07/2024 19:00","MBA|NO1","aFRR","0.00","0.00","29.00","15.80"
"15/07/2024 18:00 - 15/07/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 18:00 - 15/07/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 19:00 - 15/07/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 19:00 - 15/07/2024 20:00","MBA|NO1","aFRR","0.00","0.00","30.00","15.21"
"15/07/2024 19:00 - 15/07/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 19:00 - 15/07/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 20:00 - 15/07/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 20:00 - 15/07/2024 21:00","MBA|NO1","aFRR","0.00","0.00","21.00","10.05"
"15/07/2024 20:00 - 15/07/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 20:00 - 15/07/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 21:00 - 15/07/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 21:00 - 15/07/2024 22:00","MBA|NO1","aFRR","0.00","0.00","21.00","7.77"
"15/07/2024 21:00 - 15/07/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 21:00 - 15/07/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 22:00 - 15/07/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 22:00 - 15/07/2024 23:00","MBA|NO1","aFRR","0.00","0.00","3.00","1.62"
"15/07/2024 22:00 - 15/07/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 22:00 - 15/07/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"15/07/2024 23:00 - 16/07/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"15/07/2024 23:00 - 16/07/2024 00:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.02"
"15/07/2024 23:00 - 16/07/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"15/07/2024 23:00 - 16/07/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 00:00 - 16/07/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 00:00 - 16/07/2024 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"16/07/2024 00:00 - 16/07/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 00:00 - 16/07/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 01:00 - 16/07/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 01:00 - 16/07/2024 02:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"16/07/2024 01:00 - 16/07/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 01:00 - 16/07/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 02:00 - 16/07/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 02:00 - 16/07/2024 03:00","MBA|NO1","aFRR","0.00","0.00","10.00","5.08"
"16/07/2024 02:00 - 16/07/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 02:00 - 16/07/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 03:00 - 16/07/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 03:00 - 16/07/2024 04:00","MBA|NO1","aFRR","0.00","0.00","15.00","3.13"
"16/07/2024 03:00 - 16/07/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 03:00 - 16/07/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 04:00 - 16/07/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 04:00 - 16/07/2024 05:00","MBA|NO1","aFRR","0.00","0.00","15.00","10.62"
"16/07/2024 04:00 - 16/07/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 04:00 - 16/07/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 05:00 - 16/07/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 05:00 - 16/07/2024 06:00","MBA|NO1","aFRR","0.00","0.00","15.00","6.89"
"16/07/2024 05:00 - 16/07/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 05:00 - 16/07/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 06:00 - 16/07/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 06:00 - 16/07/2024 07:00","MBA|NO1","aFRR","0.00","0.00","15.00","4.75"
"16/07/2024 06:00 - 16/07/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 06:00 - 16/07/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 07:00 - 16/07/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 07:00 - 16/07/2024 08:00","MBA|NO1","aFRR","0.00","0.00","15.00","6.42"
"16/07/2024 07:00 - 16/07/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 07:00 - 16/07/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 08:00 - 16/07/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 08:00 - 16/07/2024 09:00","MBA|NO1","aFRR","0.00","0.00","12.00","4.09"
"16/07/2024 08:00 - 16/07/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 08:00 - 16/07/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 09:00 - 16/07/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 09:00 - 16/07/2024 10:00","MBA|NO1","aFRR","0.00","0.00","12.00","0.00"
"16/07/2024 09:00 - 16/07/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 09:00 - 16/07/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 10:00 - 16/07/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 10:00 - 16/07/2024 11:00","MBA|NO1","aFRR","0.00","0.00","9.00","5.36"
"16/07/2024 10:00 - 16/07/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 10:00 - 16/07/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 11:00 - 16/07/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 11:00 - 16/07/2024 12:00","MBA|NO1","aFRR","0.00","0.00","5.00","3.03"
"16/07/2024 11:00 - 16/07/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 11:00 - 16/07/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 12:00 - 16/07/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 12:00 - 16/07/2024 13:00","MBA|NO1","aFRR","0.00","0.00","4.00","0.69"
"16/07/2024 12:00 - 16/07/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 12:00 - 16/07/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 13:00 - 16/07/2024 14:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 13:00 - 16/07/2024 14:00","MBA|NO1","aFRR","0.00","0.00","5.00","3.91"
"16/07/2024 13:00 - 16/07/2024 14:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 13:00 - 16/07/2024 14:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 14:00 - 16/07/2024 15:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 14:00 - 16/07/2024 15:00","MBA|NO1","aFRR","0.00","0.00","15.00","4.06"
"16/07/2024 14:00 - 16/07/2024 15:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 14:00 - 16/07/2024 15:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 15:00 - 16/07/2024 16:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 15:00 - 16/07/2024 16:00","MBA|NO1","aFRR","0.00","0.00","15.00","1.30"
"16/07/2024 15:00 - 16/07/2024 16:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 15:00 - 16/07/2024 16:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 16:00 - 16/07/2024 17:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 16:00 - 16/07/2024 17:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.84"
"16/07/2024 16:00 - 16/07/2024 17:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 16:00 - 16/07/2024 17:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 17:00 - 16/07/2024 18:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 17:00 - 16/07/2024 18:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.00"
"16/07/2024 17:00 - 16/07/2024 18:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 17:00 - 16/07/2024 18:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 18:00 - 16/07/2024 19:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 18:00 - 16/07/2024 19:00","MBA|NO1","aFRR","0.00","0.00","15.00","8.37"
"16/07/2024 18:00 - 16/07/2024 19:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 18:00 - 16/07/2024 19:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 19:00 - 16/07/2024 20:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 19:00 - 16/07/2024 20:00","MBA|NO1","aFRR","0.00","0.00","15.00","2.53"
"16/07/2024 19:00 - 16/07/2024 20:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 19:00 - 16/07/2024 20:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 20:00 - 16/07/2024 21:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 20:00 - 16/07/2024 21:00","MBA|NO1","aFRR","0.00","0.00","15.00","11.62"
"16/07/2024 20:00 - 16/07/2024 21:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 20:00 - 16/07/2024 21:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 21:00 - 16/07/2024 22:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 21:00 - 16/07/2024 22:00","MBA|NO1","aFRR","0.00","0.00","15.00","7.06"
"16/07/2024 21:00 - 16/07/2024 22:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 21:00 - 16/07/2024 22:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 22:00 - 16/07/2024 23:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 22:00 - 16/07/2024 23:00","MBA|NO1","aFRR","0.00","0.00","8.00","3.35"
"16/07/2024 22:00 - 16/07/2024 23:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 22:00 - 16/07/2024 23:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"16/07/2024 23:00 - 17/07/2024 00:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"16/07/2024 23:00 - 17/07/2024 00:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.03"
"16/07/2024 23:00 - 17/07/2024 00:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"16/07/2024 23:00 - 17/07/2024 00:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 00:00 - 17/07/2024 01:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 00:00 - 17/07/2024 01:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"17/07/2024 00:00 - 17/07/2024 01:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 00:00 - 17/07/2024 01:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 01:00 - 17/07/2024 02:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 01:00 - 17/07/2024 02:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"17/07/2024 01:00 - 17/07/2024 02:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 01:00 - 17/07/2024 02:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 02:00 - 17/07/2024 03:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 02:00 - 17/07/2024 03:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"17/07/2024 02:00 - 17/07/2024 03:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 02:00 - 17/07/2024 03:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 03:00 - 17/07/2024 04:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 03:00 - 17/07/2024 04:00","MBA|NO1","aFRR","0.00","0.00","15.00","7.99"
"17/07/2024 03:00 - 17/07/2024 04:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 03:00 - 17/07/2024 04:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 04:00 - 17/07/2024 05:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 04:00 - 17/07/2024 05:00","MBA|NO1","aFRR","0.00","0.00","15.00","13.73"
"17/07/2024 04:00 - 17/07/2024 05:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 04:00 - 17/07/2024 05:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 05:00 - 17/07/2024 06:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 05:00 - 17/07/2024 06:00","MBA|NO1","aFRR","0.00","0.00","15.00","6.60"
"17/07/2024 05:00 - 17/07/2024 06:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 05:00 - 17/07/2024 06:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 06:00 - 17/07/2024 07:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 06:00 - 17/07/2024 07:00","MBA|NO1","aFRR","0.00","0.00","15.00","0.57"
"17/07/2024 06:00 - 17/07/2024 07:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 06:00 - 17/07/2024 07:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 07:00 - 17/07/2024 08:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 07:00 - 17/07/2024 08:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"17/07/2024 07:00 - 17/07/2024 08:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 07:00 - 17/07/2024 08:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 08:00 - 17/07/2024 09:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 08:00 - 17/07/2024 09:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"17/07/2024 08:00 - 17/07/2024 09:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 08:00 - 17/07/2024 09:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 09:00 - 17/07/2024 10:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 09:00 - 17/07/2024 10:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"17/07/2024 09:00 - 17/07/2024 10:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 09:00 - 17/07/2024 10:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 10:00 - 17/07/2024 11:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 10:00 - 17/07/2024 11:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"17/07/2024 10:00 - 17/07/2024 11:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 10:00 - 17/07/2024 11:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 11:00 - 17/07/2024 12:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 11:00 - 17/07/2024 12:00","MBA|NO1","aFRR","0.00","0.00","0.00","0.00"
"17/07/2024 11:00 - 17/07/2024 12:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 11:00 - 17/07/2024 12:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
"17/07/2024 12:00 - 17/07/2024 13:00","MBA|NO1","FCR","n/e","n/e","n/e","n/e"
"17/07/2024 12:00 - 17/07/2024 13:00","MBA|NO1","aFRR","0.00","0.00","11.00","7.83"
"17/07/2024 12:00 - 17/07/2024 13:00","MBA|NO1","mFRR","n/e","n/e","n/e","n/e"
"17/07/2024 12:00 - 17/07/2024 13:00","MBA|NO1","RR","n/e","n/e","n/e","n/e"
