Delivery Start (CET);Delivery End (CET);NO2 Fossil Gas (MW);NO2 Hydro Pumped Storage (MW);NO2 Hydro Run Of River And Poundage (MW);NO2 Hydro Water Reservoir (MW);NO2 Waste (MW);NO2 Wind Offshore (MW);NO2 Wind Onshore (MW);NO2 Total (MW)
30.03.2025 10:00:00;30.03.2025 11:00:00;7;0;741;1428;5;;95;2276
30.03.2025 11:00:00;30.03.2025 12:00:00;3;0;711;1415;5;;115;2249
30.03.2025 12:00:00;30.03.2025 13:00:00;6;0;700;1389;5;;214;2314
30.03.2025 13:00:00;30.03.2025 14:00:00;1;0;693;1405;5;;424;2528
30.03.2025 14:00:00;30.03.2025 15:00:00;3;0;696;1421;5;;650;2775
30.03.2025 15:00:00;30.03.2025 16:00:00;4;0;699;1400;5;;763;2871
30.03.2025 16:00:00;30.03.2025 17:00:00;3;0;714;1512;5;;733;2967
30.03.2025 17:00:00;30.03.2025 18:00:00;3;0;718;2129;5;;695;3550
30.03.2025 18:00:00;30.03.2025 19:00:00;2;0;730;3175;6;;604;4517
30.03.2025 19:00:00;30.03.2025 20:00:00;5;0;741;4184;5;;574;5509
30.03.2025 20:00:00;30.03.2025 21:00:00;3;0;751;4787;5;;603;6149
30.03.2025 21:00:00;30.03.2025 22:00:00;0;0;762;4611;5;;553;5931
30.03.2025 22:00:00;30.03.2025 23:00:00;0;0;773;5210;5;;538;6526
30.03.2025 23:00:00;31.03.2025 00:00:00;10;0;776;5330;5;;452;6573
31.03.2025 00:00:00;31.03.2025 01:00:00;6;0;763;5516;6;;413;6704
31.03.2025 01:00:00;31.03.2025 02:00:00;4;0;763;5498;6;;350;6621
31.03.2025 02:00:00;31.03.2025 03:00:00;5;0;744;5710;5;;317;6781
31.03.2025 03:00:00;31.03.2025 04:00:00;7;0;745;5799;4;;226;6781
31.03.2025 04:00:00;31.03.2025 05:00:00;8;1;742;5745;4;;222;6722
31.03.2025 05:00:00;31.03.2025 06:00:00;6;4;752;6404;5;;186;7357
31.03.2025 06:00:00;31.03.2025 07:00:00;8;85;761;6656;5;;140;7655
31.03.2025 07:00:00;31.03.2025 08:00:00;16;183;762;7070;5;;61;8097
31.03.2025 08:00:00;31.03.2025 09:00:00;18;183;786;7137;4;;13;8141
31.03.2025 09:00:00;31.03.2025 10:00:00;7;183;806;7085;4;;7;8092
31.03.2025 10:00:00;31.03.2025 11:00:00;16;167;808;6801;5;;7;7804
31.03.2025 11:00:00;31.03.2025 12:00:00;14;73;824;6577;4;;8;7500
31.03.2025 12:00:00;31.03.2025 13:00:00;21;73;815;5912;4;;13;6838
31.03.2025 13:00:00;31.03.2025 14:00:00;21;2;821;5796;2;;38;6680
31.03.2025 14:00:00;31.03.2025 15:00:00;13;1;820;5786;5;;89;6714
31.03.2025 15:00:00;31.03.2025 16:00:00;14;2;823;5917;4;;152;6912
31.03.2025 16:00:00;31.03.2025 17:00:00;13;72;820;6286;4;;155;7350
31.03.2025 17:00:00;31.03.2025 18:00:00;16;84;812;6466;5;;134;7517
31.03.2025 18:00:00;31.03.2025 19:00:00;16;175;817;6527;5;;154;7694
31.03.2025 19:00:00;31.03.2025 20:00:00;18;178;833;6855;6;;104;7994
31.03.2025 20:00:00;31.03.2025 21:00:00;17;178;835;7156;5;;54;8245
31.03.2025 21:00:00;31.03.2025 22:00:00;15;178;828;6973;5;;44;8043
31.03.2025 22:00:00;31.03.2025 23:00:00;18;146;820;6623;6;;72;7685
31.03.2025 23:00:00;01.04.2025 00:00:00;18;13;814;6531;5;;102;7483
01.04.2025 00:00:00;01.04.2025 01:00:00;12;100;807;6417;5;;139;7480
01.04.2025 01:00:00;01.04.2025 02:00:00;11;101;810;6555;5;;72;7554
01.04.2025 02:00:00;01.04.2025 03:00:00;11;101;805;6593;5;;81;7596
01.04.2025 03:00:00;01.04.2025 04:00:00;15;180;806;6733;5;;76;7815
01.04.2025 04:00:00;01.04.2025 05:00:00;14;288;800;6787;5;;102;7996
01.04.2025 05:00:00;01.04.2025 06:00:00;15;311;811;6998;5;;111;8251
01.04.2025 06:00:00;01.04.2025 07:00:00;16;286;808;7062;5;;123;8300
01.04.2025 07:00:00;01.04.2025 08:00:00;18;332;801;6963;5;;134;8253
01.04.2025 08:00:00;01.04.2025 09:00:00;18;344;798;7000;5;;118;8283
01.04.2025 09:00:00;01.04.2025 10:00:00;19;299;769;7093;5;;62;8247
01.04.2025 10:00:00;01.04.2025 11:00:00;19;295;771;6899;5;;16;8005
01.04.2025 11:00:00;01.04.2025 12:00:00;19;25;765;5889;5;;5;6708
01.04.2025 12:00:00;01.04.2025 13:00:00;11;1;773;3892;6;;9;4692
01.04.2025 13:00:00;01.04.2025 14:00:00;7;1;784;2853;7;;12;3664
01.04.2025 14:00:00;01.04.2025 15:00:00;10;1;786;2837;5;;14;3653
01.04.2025 15:00:00;01.04.2025 16:00:00;16;1;795;3288;5;;3;4108
01.04.2025 16:00:00;01.04.2025 17:00:00;16;1;799;4745;5;;5;5571
01.04.2025 17:00:00;01.04.2025 18:00:00;16;4;814;6345;5;;4;7188
01.04.2025 18:00:00;01.04.2025 19:00:00;16;272;831;6781;5;;6;7911
01.04.2025 19:00:00;01.04.2025 20:00:00;16;274;837;6707;5;;6;7845
01.04.2025 20:00:00;01.04.2025 21:00:00;15;283;835;6667;5;;2;7807
01.04.2025 21:00:00;01.04.2025 22:00:00;13;327;832;6976;5;;1;8154
01.04.2025 22:00:00;01.04.2025 23:00:00;11;291;824;6829;5;;1;7961
01.04.2025 23:00:00;02.04.2025 00:00:00;8;213;819;6673;5;;1;7719
02.04.2025 00:00:00;02.04.2025 01:00:00;7;6;817;6216;5;;1;7052
02.04.2025 01:00:00;02.04.2025 02:00:00;10;1;808;6020;5;;1;6845
02.04.2025 02:00:00;02.04.2025 03:00:00;8;1;799;6000;5;;1;6814
02.04.2025 03:00:00;02.04.2025 04:00:00;8;1;795;6295;5;;1;7105
02.04.2025 04:00:00;02.04.2025 05:00:00;9;1;804;6423;5;;2;7244
02.04.2025 05:00:00;02.04.2025 06:00:00;7;162;802;6856;5;;21;7853
02.04.2025 06:00:00;02.04.2025 07:00:00;9;296;805;6977;5;;21;8113
02.04.2025 07:00:00;02.04.2025 08:00:00;8;183;805;7150;5;;18;8169
02.04.2025 08:00:00;02.04.2025 09:00:00;7;181;793;7095;5;;21;8102
02.04.2025 09:00:00;02.04.2025 10:00:00;6;175;774;6767;5;;10;7737
02.04.2025 10:00:00;02.04.2025 11:00:00;3;3;755;4776;5;;3;5545
02.04.2025 11:00:00;02.04.2025 12:00:00;3;1;745;3347;5;;2;4103
02.04.2025 12:00:00;02.04.2025 13:00:00;4;1;735;3111;5;;1;3857
02.04.2025 13:00:00;02.04.2025 14:00:00;4;1;757;2941;5;;2;3710
02.04.2025 14:00:00;02.04.2025 15:00:00;3;1;773;2714;5;;1;3497
02.04.2025 15:00:00;02.04.2025 16:00:00;4;1;772;2793;5;;4;3579
02.04.2025 16:00:00;02.04.2025 17:00:00;2;1;771;2954;5;;2;3735
02.04.2025 17:00:00;02.04.2025 18:00:00;6;1;792;3940;5;;8;4752
02.04.2025 18:00:00;02.04.2025 19:00:00;5;89;793;6390;5;;8;7290
02.04.2025 19:00:00;02.04.2025 20:00:00;6;154;802;6908;5;;3;7878
02.04.2025 20:00:00;02.04.2025 21:00:00;7;153;802;6966;5;;2;7935
02.04.2025 21:00:00;02.04.2025 22:00:00;7;144;819;6768;5;;5;7748
02.04.2025 22:00:00;02.04.2025 23:00:00;5;15;815;6430;5;;5;7275
02.04.2025 23:00:00;03.04.2025 00:00:00;6;1;815;6119;5;;5;6951
03.04.2025 00:00:00;03.04.2025 01:00:00;6;1;818;5751;5;;4;6585
03.04.2025 01:00:00;03.04.2025 02:00:00;5;1;817;5887;5;;3;6718
03.04.2025 02:00:00;03.04.2025 03:00:00;4;1;814;5790;5;;5;6619
03.04.2025 03:00:00;03.04.2025 04:00:00;5;1;825;5859;5;;14;6709
03.04.2025 04:00:00;03.04.2025 05:00:00;3;1;827;6052;5;;22;6910
03.04.2025 05:00:00;03.04.2025 06:00:00;3;83;821;6397;5;;48;7357
03.04.2025 06:00:00;03.04.2025 07:00:00;5;155;804;7087;5;;69;8125
03.04.2025 07:00:00;03.04.2025 08:00:00;5;159;808;7240;5;;70;8287
03.04.2025 08:00:00;03.04.2025 09:00:00;5;268;803;7125;5;;92;8298
03.04.2025 09:00:00;03.04.2025 10:00:00;7;68;791;6667;5;;84;7622
03.04.2025 10:00:00;03.04.2025 11:00:00;5;0;782;4492;5;;55;5339
03.04.2025 11:00:00;03.04.2025 12:00:00;6;0;769;3225;11;;182;4193
03.04.2025 12:00:00;03.04.2025 13:00:00;5;0;745;2446;5;;89;3290
03.04.2025 13:00:00;03.04.2025 14:00:00;5;0;749;2262;5;;134;3155
03.04.2025 14:00:00;03.04.2025 15:00:00;6;0;744;2091;5;;147;2993
03.04.2025 15:00:00;03.04.2025 16:00:00;6;0;745;2186;5;;158;3100
03.04.2025 16:00:00;03.04.2025 17:00:00;6;0;740;2756;5;;196;3703
03.04.2025 17:00:00;03.04.2025 18:00:00;6;0;765;4970;5;;235;5981
03.04.2025 18:00:00;03.04.2025 19:00:00;5;0;800;5707;5;;264;6781
03.04.2025 19:00:00;03.04.2025 20:00:00;6;1;817;6069;5;;330;7228
03.04.2025 20:00:00;03.04.2025 21:00:00;8;1;819;6089;6;;394;7317
03.04.2025 21:00:00;03.04.2025 22:00:00;7;1;816;5527;5;;472;6828
03.04.2025 22:00:00;03.04.2025 23:00:00;4;1;814;4959;5;;444;6227
03.04.2025 23:00:00;04.04.2025 00:00:00;7;1;796;4529;5;;466;5804
04.04.2025 00:00:00;04.04.2025 01:00:00;8;1;806;4473;5;;512;5805
04.04.2025 01:00:00;04.04.2025 02:00:00;7;1;811;4128;5;;528;5480
04.04.2025 02:00:00;04.04.2025 03:00:00;7;1;812;4224;5;;493;5542
04.04.2025 03:00:00;04.04.2025 04:00:00;7;1;815;4281;5;;404;5513
04.04.2025 04:00:00;04.04.2025 05:00:00;7;1;810;4810;5;;265;5898
04.04.2025 05:00:00;04.04.2025 06:00:00;5;2;809;5754;5;;196;6771
04.04.2025 06:00:00;04.04.2025 07:00:00;7;165;814;6780;5;;159;7930
04.04.2025 07:00:00;04.04.2025 08:00:00;7;329;814;6959;5;;107;8221
04.04.2025 08:00:00;04.04.2025 09:00:00;7;308;795;6902;5;;156;8173
04.04.2025 09:00:00;04.04.2025 10:00:00;7;5;790;6064;5;;181;7052
04.04.2025 10:00:00;04.04.2025 11:00:00;4;0;793;4745;4;;95;5641
04.04.2025 11:00:00;04.04.2025 12:00:00;6;0;786;3376;5;;37;4210
04.04.2025 12:00:00;04.04.2025 13:00:00;6;0;748;2724;5;;47;3530
04.04.2025 13:00:00;04.04.2025 14:00:00;6;0;745;2554;5;;78;3388
04.04.2025 14:00:00;04.04.2025 15:00:00;9;0;734;1833;5;;174;2755
04.04.2025 15:00:00;04.04.2025 16:00:00;6;0;723;1791;7;;246;2773
04.04.2025 16:00:00;04.04.2025 17:00:00;6;1;729;3024;6;;273;4039
04.04.2025 17:00:00;04.04.2025 18:00:00;7;2;744;4721;6;;280;5760
04.04.2025 18:00:00;04.04.2025 19:00:00;11;70;754;6443;5;;258;7541
04.04.2025 19:00:00;04.04.2025 20:00:00;9;69;753;6595;5;;184;7615
04.04.2025 20:00:00;04.04.2025 21:00:00;13;71;746;6503;5;;124;7462
04.04.2025 21:00:00;04.04.2025 22:00:00;12;2;747;6009;5;;101;6876
04.04.2025 22:00:00;04.04.2025 23:00:00;10;1;741;5282;5;;165;6204
04.04.2025 23:00:00;05.04.2025 00:00:00;9;1;740;4552;5;;297;5604
05.04.2025 00:00:00;05.04.2025 01:00:00;9;1;745;4552;5;;266;5578
05.04.2025 01:00:00;05.04.2025 02:00:00;6;1;755;4455;6;;276;5499
05.04.2025 02:00:00;05.04.2025 03:00:00;9;1;746;4343;5;;393;5497
05.04.2025 03:00:00;05.04.2025 04:00:00;8;1;732;4144;5;;423;5313
05.04.2025 04:00:00;05.04.2025 05:00:00;9;1;718;4173;5;;464;5370
05.04.2025 05:00:00;05.04.2025 06:00:00;11;1;706;3988;5;;390;5101
05.04.2025 06:00:00;05.04.2025 07:00:00;12;1;698;3887;5;;403;5006
05.04.2025 07:00:00;05.04.2025 08:00:00;13;1;680;4477;5;;363;5539
05.04.2025 08:00:00;05.04.2025 09:00:00;12;0;659;4543;5;;243;5462
05.04.2025 09:00:00;05.04.2025 10:00:00;12;0;639;3749;5;;203;4608
05.04.2025 10:00:00;05.04.2025 11:00:00;14;0;631;2568;5;;162;3380
05.04.2025 11:00:00;05.04.2025 12:00:00;12;0;595;2268;5;;113;2993
05.04.2025 12:00:00;05.04.2025 13:00:00;14;0;575;1752;5;;85;2431
05.04.2025 13:00:00;05.04.2025 14:00:00;14;0;555;1392;5;;109;2075
05.04.2025 14:00:00;05.04.2025 15:00:00;14;0;552;1298;5;;141;2010
05.04.2025 15:00:00;05.04.2025 16:00:00;14;0;550;1290;5;;118;1977
05.04.2025 16:00:00;05.04.2025 17:00:00;14;0;552;1609;5;;101;2281
05.04.2025 17:00:00;05.04.2025 18:00:00;14;0;574;2141;5;;81;2815
05.04.2025 18:00:00;05.04.2025 19:00:00;14;0;586;4239;5;;57;4901
05.04.2025 19:00:00;05.04.2025 20:00:00;14;1;604;5966;5;;50;6640
05.04.2025 20:00:00;05.04.2025 21:00:00;14;1;605;6138;5;;35;6798
05.04.2025 21:00:00;05.04.2025 22:00:00;12;1;623;5914;5;;11;6566
05.04.2025 22:00:00;05.04.2025 23:00:00;12;1;618;5867;5;;1;6504
05.04.2025 23:00:00;06.04.2025 00:00:00;12;1;625;5607;5;;1;6251
06.04.2025 00:00:00;06.04.2025 01:00:00;8;1;622;5477;5;;1;6114
06.04.2025 01:00:00;06.04.2025 02:00:00;6;1;622;5603;9;;1;6242
06.04.2025 02:00:00;06.04.2025 03:00:00;7;1;623;5420;7;;1;6059
06.04.2025 03:00:00;06.04.2025 04:00:00;12;1;613;5446;5;;1;6078
06.04.2025 04:00:00;06.04.2025 05:00:00;14;1;609;5466;6;;2;6098
06.04.2025 05:00:00;06.04.2025 06:00:00;13;1;600;5716;7;;12;6349
06.04.2025 06:00:00;06.04.2025 07:00:00;10;1;592;5803;6;;39;6451
06.04.2025 07:00:00;06.04.2025 08:00:00;9;1;584;5396;6;;54;6050
06.04.2025 08:00:00;06.04.2025 09:00:00;7;1;585;3383;5;;38;4019
06.04.2025 09:00:00;06.04.2025 10:00:00;9;1;579;2830;5;;32;3456
06.04.2025 10:00:00;06.04.2025 11:00:00;9;1;574;2679;6;;70;3339
06.04.2025 11:00:00;06.04.2025 12:00:00;8;1;570;2511;5;;137;3232
06.04.2025 12:00:00;06.04.2025 13:00:00;7;1;571;2038;5;;268;2890
06.04.2025 13:00:00;06.04.2025 14:00:00;1;1;561;1925;5;;443;2936
06.04.2025 14:00:00;06.04.2025 15:00:00;3;1;560;1880;5;;631;3080
06.04.2025 15:00:00;06.04.2025 16:00:00;2;1;563;2009;5;;785;3365
06.04.2025 16:00:00;06.04.2025 17:00:00;3;1;559;1912;5;;821;3301
06.04.2025 17:00:00;06.04.2025 18:00:00;2;1;575;2533;5;;861;3977
06.04.2025 18:00:00;06.04.2025 19:00:00;3;1;593;4784;5;;789;6175
06.04.2025 19:00:00;06.04.2025 20:00:00;6;1;632;5672;5;;654;6970
06.04.2025 20:00:00;06.04.2025 21:00:00;4;1;645;5999;5;;549;7203
06.04.2025 21:00:00;06.04.2025 22:00:00;0;1;652;5919;5;;452;7029
06.04.2025 22:00:00;06.04.2025 23:00:00;0;1;654;5488;5;;452;6600
06.04.2025 23:00:00;07.04.2025 00:00:00;6;1;659;5112;5;;342;6125
07.04.2025 00:00:00;07.04.2025 01:00:00;7;1;639;5300;8;;243;6198
07.04.2025 01:00:00;07.04.2025 02:00:00;8;1;647;5184;10;;224;6074
07.04.2025 02:00:00;07.04.2025 03:00:00;11;1;644;5214;8;;241;6119
07.04.2025 03:00:00;07.04.2025 04:00:00;10;1;646;5231;7;;269;6164
07.04.2025 04:00:00;07.04.2025 05:00:00;13;1;645;5322;6;;276;6263
07.04.2025 05:00:00;07.04.2025 06:00:00;9;5;645;5568;6;;168;6401
07.04.2025 06:00:00;07.04.2025 07:00:00;14;74;639;6284;5;;121;7137
07.04.2025 07:00:00;07.04.2025 08:00:00;11;315;657;6732;6;;131;7852
07.04.2025 08:00:00;07.04.2025 09:00:00;10;321;650;7035;8;;119;8143
07.04.2025 09:00:00;07.04.2025 10:00:00;11;313;646;6835;5;;41;7851
07.04.2025 10:00:00;07.04.2025 11:00:00;16;295;643;6237;5;;9;7205
07.04.2025 11:00:00;07.04.2025 12:00:00;8;46;639;4534;6;;3;5236
07.04.2025 12:00:00;07.04.2025 13:00:00;15;1;622;2701;5;;14;3358
07.04.2025 13:00:00;07.04.2025 14:00:00;16;1;629;2723;5;;35;3409
07.04.2025 14:00:00;07.04.2025 15:00:00;11;2;633;2629;5;;56;3336
07.04.2025 15:00:00;07.04.2025 16:00:00;12;80;639;3711;5;;74;4521
07.04.2025 16:00:00;07.04.2025 17:00:00;11;77;661;5393;5;;74;6221
07.04.2025 17:00:00;07.04.2025 18:00:00;14;236;682;6318;5;;63;7318
07.04.2025 18:00:00;07.04.2025 19:00:00;12;293;690;6397;6;;66;7464
07.04.2025 19:00:00;07.04.2025 20:00:00;14;313;690;6773;7;;46;7843
07.04.2025 20:00:00;07.04.2025 21:00:00;13;313;690;6727;6;;29;7778
07.04.2025 21:00:00;07.04.2025 22:00:00;16;316;698;6883;5;;10;7928
07.04.2025 22:00:00;07.04.2025 23:00:00;17;260;688;6771;7;;5;7748
07.04.2025 23:00:00;08.04.2025 00:00:00;15;284;676;6554;5;;4;7538
08.04.2025 00:00:00;08.04.2025 01:00:00;14;294;668;6309;6;;0;7291
08.04.2025 01:00:00;08.04.2025 02:00:00;14;250;666;6164;6;;1;7101
08.04.2025 02:00:00;08.04.2025 03:00:00;14;199;664;6075;6;;1;6959
08.04.2025 03:00:00;08.04.2025 04:00:00;13;202;655;5966;5;;3;6844
08.04.2025 04:00:00;08.04.2025 05:00:00;15;287;655;6109;5;;6;7077
08.04.2025 05:00:00;08.04.2025 06:00:00;15;286;658;6741;6;;13;7719
08.04.2025 06:00:00;08.04.2025 07:00:00;17;290;673;6865;7;;18;7870
08.04.2025 07:00:00;08.04.2025 08:00:00;19;292;676;6806;5;;21;7819
08.04.2025 08:00:00;08.04.2025 09:00:00;18;290;669;6715;3;;24;7719
08.04.2025 09:00:00;08.04.2025 10:00:00;19;282;676;6594;3;;11;7585
08.04.2025 10:00:00;08.04.2025 11:00:00;17;88;675;5686;3;;8;6477
08.04.2025 11:00:00;08.04.2025 12:00:00;14;10;652;4348;5;;17;5046
08.04.2025 12:00:00;08.04.2025 13:00:00;11;1;648;2814;5;;29;3508
08.04.2025 13:00:00;08.04.2025 14:00:00;10;1;648;2685;5;;33;3382
08.04.2025 14:00:00;08.04.2025 15:00:00;14;1;647;2861;5;;79;3607
08.04.2025 15:00:00;08.04.2025 16:00:00;14;79;642;4111;5;;173;5024
08.04.2025 16:00:00;08.04.2025 17:00:00;13;82;659;5167;5;;338;6264
08.04.2025 17:00:00;08.04.2025 18:00:00;15;71;660;5663;5;;450;6864
08.04.2025 18:00:00;08.04.2025 19:00:00;14;71;663;5490;5;;516;6759
08.04.2025 19:00:00;08.04.2025 20:00:00;13;1;661;5773;5;;456;6909
08.04.2025 20:00:00;08.04.2025 21:00:00;13;1;662;5906;5;;461;7048
08.04.2025 21:00:00;08.04.2025 22:00:00;11;1;666;5654;5;;536;6873
08.04.2025 22:00:00;08.04.2025 23:00:00;5;1;660;5423;5;;588;6682
08.04.2025 23:00:00;09.04.2025 00:00:00;6;1;661;5335;5;;597;6605
09.04.2025 00:00:00;09.04.2025 01:00:00;7;1;659;4941;5;;615;6228
09.04.2025 01:00:00;09.04.2025 02:00:00;8;1;650;4676;5;;617;5957
09.04.2025 02:00:00;09.04.2025 03:00:00;8;1;648;4522;5;;589;5773
09.04.2025 03:00:00;09.04.2025 04:00:00;12;1;648;4621;5;;519;5806
09.04.2025 04:00:00;09.04.2025 05:00:00;10;1;657;4796;5;;426;5895
09.04.2025 05:00:00;09.04.2025 06:00:00;9;1;666;5186;5;;324;6191
09.04.2025 06:00:00;09.04.2025 07:00:00;12;83;667;5892;6;;242;6902
09.04.2025 07:00:00;09.04.2025 08:00:00;12;233;672;6674;5;;191;7787
09.04.2025 08:00:00;09.04.2025 09:00:00;13;241;674;6690;5;;127;7750
09.04.2025 09:00:00;09.04.2025 10:00:00;12;92;667;6443;5;;83;7302
09.04.2025 10:00:00;09.04.2025 11:00:00;10;7;667;5790;6;;50;6530
09.04.2025 11:00:00;09.04.2025 12:00:00;10;1;642;5146;5;;71;5875
09.04.2025 12:00:00;09.04.2025 13:00:00;12;1;633;3585;5;;119;4355
09.04.2025 13:00:00;09.04.2025 14:00:00;9;1;633;2866;5;;254;3768
09.04.2025 14:00:00;09.04.2025 15:00:00;10;1;630;2906;6;;359;3912
09.04.2025 15:00:00;09.04.2025 16:00:00;8;1;623;3215;5;;553;4405
09.04.2025 16:00:00;09.04.2025 17:00:00;8;1;646;3944;5;;698;5302
09.04.2025 17:00:00;09.04.2025 18:00:00;8;1;656;4650;5;;852;6172
09.04.2025 18:00:00;09.04.2025 19:00:00;8;1;657;5051;5;;797;6519
09.04.2025 19:00:00;09.04.2025 20:00:00;10;1;664;5587;5;;735;7002
09.04.2025 20:00:00;09.04.2025 21:00:00;10;1;662;6015;5;;734;7427
09.04.2025 21:00:00;09.04.2025 22:00:00;12;1;666;5564;5;;740;6988
09.04.2025 22:00:00;09.04.2025 23:00:00;13;1;666;5168;6;;627;6481
09.04.2025 23:00:00;10.04.2025 00:00:00;12;1;661;4914;6;;537;6131
10.04.2025 00:00:00;10.04.2025 00:15:00;12;1;654;4526;6;;360;5559
10.04.2025 00:15:00;10.04.2025 00:30:00;12;1;654;4526;6;;360;5559
10.04.2025 00:30:00;10.04.2025 00:45:00;12;1;654;4526;6;;360;5559
10.04.2025 00:45:00;10.04.2025 01:00:00;12;1;654;4526;6;;360;5559
10.04.2025 01:00:00;10.04.2025 01:15:00;14;1;652;4677;5;;155;5504
10.04.2025 01:15:00;10.04.2025 01:30:00;14;1;652;4677;5;;155;5504
10.04.2025 01:30:00;10.04.2025 01:45:00;14;1;652;4677;5;;155;5504
10.04.2025 01:45:00;10.04.2025 02:00:00;14;1;652;4677;5;;155;5504
10.04.2025 02:00:00;10.04.2025 02:15:00;13;1;654;4678;6;;70;5422
10.04.2025 02:15:00;10.04.2025 02:30:00;13;1;654;4678;6;;70;5422
10.04.2025 02:30:00;10.04.2025 02:45:00;13;1;654;4678;6;;70;5422
10.04.2025 02:45:00;10.04.2025 03:00:00;13;1;654;4678;6;;70;5422
10.04.2025 03:00:00;10.04.2025 03:15:00;12;1;655;4859;7;;36;5570
10.04.2025 03:15:00;10.04.2025 03:30:00;12;1;655;4859;7;;36;5570
10.04.2025 03:30:00;10.04.2025 03:45:00;12;1;655;4859;7;;36;5570
10.04.2025 03:45:00;10.04.2025 04:00:00;12;1;655;4859;7;;36;5570
10.04.2025 04:00:00;10.04.2025 04:15:00;14;1;655;5118;6;;33;5827
10.04.2025 04:15:00;10.04.2025 04:30:00;14;1;655;5118;6;;33;5827
10.04.2025 04:30:00;10.04.2025 04:45:00;14;1;655;5118;6;;33;5827
10.04.2025 04:45:00;10.04.2025 05:00:00;14;1;655;5118;6;;33;5827
10.04.2025 05:00:00;10.04.2025 05:15:00;12;90;661;5728;7;;62;6560
10.04.2025 05:15:00;10.04.2025 05:30:00;12;90;661;5728;7;;62;6560
10.04.2025 05:30:00;10.04.2025 05:45:00;12;90;661;5728;7;;62;6560
10.04.2025 05:45:00;10.04.2025 06:00:00;12;90;661;5728;7;;62;6560
10.04.2025 06:00:00;10.04.2025 06:15:00;13;177;668;6769;7;;134;7768
10.04.2025 06:15:00;10.04.2025 06:30:00;13;177;668;6769;7;;134;7768
10.04.2025 06:30:00;10.04.2025 06:45:00;13;177;668;6769;7;;134;7768
10.04.2025 06:45:00;10.04.2025 07:00:00;13;177;668;6769;7;;134;7768
10.04.2025 07:00:00;10.04.2025 07:15:00;11;339;641;6848;6;;227;8072
10.04.2025 07:15:00;10.04.2025 07:30:00;11;339;641;6848;6;;227;8072
10.04.2025 07:30:00;10.04.2025 07:45:00;11;339;641;6848;6;;227;8072
10.04.2025 07:45:00;10.04.2025 08:00:00;11;339;641;6848;6;;227;8072
10.04.2025 08:00:00;10.04.2025 08:15:00;11;340;633;6917;3;;236;8140
10.04.2025 08:15:00;10.04.2025 08:30:00;11;340;633;6917;3;;236;8140
10.04.2025 08:30:00;10.04.2025 08:45:00;11;340;633;6917;3;;236;8140
10.04.2025 08:45:00;10.04.2025 09:00:00;11;340;633;6917;3;;236;8140
10.04.2025 09:00:00;10.04.2025 09:15:00;11;184;616;7063;3;;260;8137
10.04.2025 09:15:00;10.04.2025 09:30:00;11;184;616;7063;3;;260;8137
10.04.2025 09:30:00;10.04.2025 09:45:00;11;184;616;7063;3;;260;8137
10.04.2025 09:45:00;10.04.2025 10:00:00;11;184;616;7063;3;;260;8137
10.04.2025 10:00:00;10.04.2025 10:15:00;10;15;603;5972;6;;370;6976
10.04.2025 10:15:00;10.04.2025 10:30:00;10;15;603;5972;6;;370;6976
10.04.2025 10:30:00;10.04.2025 10:45:00;10;15;603;5972;6;;370;6976
10.04.2025 10:45:00;10.04.2025 11:00:00;10;15;603;5972;6;;370;6976
10.04.2025 11:00:00;10.04.2025 11:15:00;10;1;600;5275;5;;576;6467
10.04.2025 11:15:00;10.04.2025 11:30:00;10;1;600;5275;5;;576;6467
10.04.2025 11:30:00;10.04.2025 11:45:00;10;1;600;5275;5;;576;6467
10.04.2025 11:45:00;10.04.2025 12:00:00;10;1;600;5275;5;;576;6467
10.04.2025 12:00:00;10.04.2025 12:15:00;9;1;585;4085;5;;586;5271
10.04.2025 12:15:00;10.04.2025 12:30:00;9;1;585;4085;5;;586;5271
10.04.2025 12:30:00;10.04.2025 12:45:00;9;1;585;4085;5;;586;5271
10.04.2025 12:45:00;10.04.2025 13:00:00;9;1;585;4085;5;;586;5271
10.04.2025 13:00:00;10.04.2025 13:15:00;8;1;566;2704;5;;508;3792
10.04.2025 13:15:00;10.04.2025 13:30:00;8;1;566;2704;5;;508;3792
10.04.2025 13:30:00;10.04.2025 13:45:00;8;1;566;2704;5;;508;3792
10.04.2025 13:45:00;10.04.2025 14:00:00;8;1;566;2704;5;;508;3792
10.04.2025 14:00:00;10.04.2025 14:15:00;9;1;562;2526;5;;651;3754
10.04.2025 14:15:00;10.04.2025 14:30:00;9;1;562;2526;5;;651;3754
10.04.2025 14:30:00;10.04.2025 14:45:00;9;1;562;2526;5;;651;3754
10.04.2025 14:45:00;10.04.2025 15:00:00;9;1;562;2526;5;;651;3754
10.04.2025 15:00:00;10.04.2025 15:15:00;9;1;568;2612;5;;804;3999
10.04.2025 15:15:00;10.04.2025 15:30:00;9;1;568;2612;5;;804;3999
10.04.2025 15:30:00;10.04.2025 15:45:00;9;1;568;2612;5;;804;3999
10.04.2025 15:45:00;10.04.2025 16:00:00;9;1;568;2612;5;;804;3999
10.04.2025 16:00:00;10.04.2025 16:15:00;10;1;555;3251;5;;791;4613
10.04.2025 16:15:00;10.04.2025 16:30:00;10;1;555;3251;5;;791;4613
10.04.2025 16:30:00;10.04.2025 16:45:00;10;1;555;3251;5;;791;4613
10.04.2025 16:45:00;10.04.2025 17:00:00;10;1;555;3251;5;;791;4613
