Delivery Start (CET);Delivery End (CET);NO1 Biomass (MW);NO1 Fossil Gas (MW);NO1 Hydro Run Of River And Poundage (MW);NO1 Hydro Water Reservoir (MW);NO1 Solar (MW);NO1 Waste (MW);NO1 Wind Onshore (MW);NO1 Total (MW)
14.01.2024 08:00:00;14.01.2024 09:00:00;0;0;1065;609;;18;98;1790
14.01.2024 09:00:00;14.01.2024 10:00:00;0;0;1053;924;;17;78;2072
14.01.2024 10:00:00;14.01.2024 11:00:00;0;0;1079;994;;18;45;2136
14.01.2024 11:00:00;14.01.2024 12:00:00;0;0;1081;998;;17;30;2126
14.01.2024 12:00:00;14.01.2024 13:00:00;0;0;1076;978;;17;28;2099
14.01.2024 13:00:00;14.01.2024 14:00:00;0;0;1068;929;;17;40;2054
14.01.2024 14:00:00;14.01.2024 15:00:00;0;0;1073;878;;16;76;2043
14.01.2024 15:00:00;14.01.2024 16:00:00;0;0;1071;934;;14;104;2123
14.01.2024 16:00:00;14.01.2024 17:00:00;0;0;1094;979;;14;163;2250
14.01.2024 17:00:00;14.01.2024 18:00:00;0;0;1098;1013;;14;217;2342
14.01.2024 18:00:00;14.01.2024 19:00:00;0;0;1088;962;;14;239;2303
14.01.2024 19:00:00;14.01.2024 20:00:00;0;0;1083;886;;14;234;2217
14.01.2024 20:00:00;14.01.2024 21:00:00;0;0;1083;782;;15;254;2134
14.01.2024 21:00:00;14.01.2024 22:00:00;0;0;1075;682;;15;278;2050
14.01.2024 22:00:00;14.01.2024 23:00:00;0;0;1073;659;;14;270;2016
14.01.2024 23:00:00;15.01.2024 00:00:00;0;0;1077;514;;16;249;1856
15.01.2024 00:00:00;15.01.2024 01:00:00;0;0;1069;467;;17;239;1792
15.01.2024 01:00:00;15.01.2024 02:00:00;0;0;1073;503;;17;219;1812
15.01.2024 02:00:00;15.01.2024 03:00:00;0;0;1061;485;;17;211;1774
15.01.2024 03:00:00;15.01.2024 04:00:00;0;0;1059;481;;16;220;1776
15.01.2024 04:00:00;15.01.2024 05:00:00;0;0;1064;482;;16;211;1773
15.01.2024 05:00:00;15.01.2024 06:00:00;0;0;1057;508;;17;214;1796
15.01.2024 06:00:00;15.01.2024 07:00:00;0;0;1061;710;;16;220;2007
15.01.2024 07:00:00;15.01.2024 08:00:00;0;0;1060;956;;15;209;2240
15.01.2024 08:00:00;15.01.2024 09:00:00;0;0;1068;907;;14;211;2200
15.01.2024 09:00:00;15.01.2024 10:00:00;0;0;1074;1054;;15;229;2372
15.01.2024 10:00:00;15.01.2024 11:00:00;0;0;1070;987;;14;222;2293
15.01.2024 11:00:00;15.01.2024 12:00:00;0;0;1070;1134;;13;198;2415
15.01.2024 12:00:00;15.01.2024 13:00:00;0;0;1071;1048;;14;170;2303
15.01.2024 13:00:00;15.01.2024 14:00:00;0;0;1075;961;;14;170;2220
15.01.2024 14:00:00;15.01.2024 15:00:00;0;0;1089;1057;;14;139;2299
15.01.2024 15:00:00;15.01.2024 16:00:00;0;0;1092;1081;;14;150;2337
15.01.2024 16:00:00;15.01.2024 17:00:00;0;0;1087;1008;;13;172;2280
15.01.2024 17:00:00;15.01.2024 18:00:00;0;0;1086;1066;;13;144;2309
15.01.2024 18:00:00;15.01.2024 19:00:00;0;0;1084;1130;;12;149;2375
15.01.2024 19:00:00;15.01.2024 20:00:00;0;0;1086;1061;;13;135;2295
15.01.2024 20:00:00;15.01.2024 21:00:00;0;0;1080;965;;12;95;2152
15.01.2024 21:00:00;15.01.2024 22:00:00;0;0;1093;1084;;11;74;2262
15.01.2024 22:00:00;15.01.2024 23:00:00;0;0;1095;1068;;12;59;2234
15.01.2024 23:00:00;16.01.2024 00:00:00;0;0;1091;970;;13;30;2104
16.01.2024 00:00:00;16.01.2024 01:00:00;0;0;1097;890;;13;11;2011
16.01.2024 01:00:00;16.01.2024 02:00:00;0;0;1093;909;;14;7;2023
16.01.2024 02:00:00;16.01.2024 03:00:00;0;0;1099;968;;14;16;2097
16.01.2024 03:00:00;16.01.2024 04:00:00;0;0;1096;864;;15;37;2012
16.01.2024 04:00:00;16.01.2024 05:00:00;0;0;1089;799;;15;31;1934
16.01.2024 05:00:00;16.01.2024 06:00:00;0;0;1076;928;;13;63;2080
16.01.2024 06:00:00;16.01.2024 07:00:00;0;0;1093;964;;13;147;2217
16.01.2024 07:00:00;16.01.2024 08:00:00;0;0;1103;1012;;13;169;2297
16.01.2024 08:00:00;16.01.2024 09:00:00;0;0;1084;885;;13;225;2207
16.01.2024 09:00:00;16.01.2024 10:00:00;0;0;1069;902;;14;240;2225
16.01.2024 10:00:00;16.01.2024 11:00:00;0;0;1061;905;;13;248;2227
16.01.2024 11:00:00;16.01.2024 12:00:00;0;0;1064;959;;13;260;2296
16.01.2024 12:00:00;16.01.2024 13:00:00;0;0;1071;926;;13;257;2267
16.01.2024 13:00:00;16.01.2024 14:00:00;0;0;1096;942;;13;264;2315
16.01.2024 14:00:00;16.01.2024 15:00:00;0;0;1085;942;;13;257;2297
16.01.2024 15:00:00;16.01.2024 16:00:00;0;0;1090;977;;13;254;2334
16.01.2024 16:00:00;16.01.2024 17:00:00;0;0;1086;1033;;11;217;2347
16.01.2024 17:00:00;16.01.2024 18:00:00;0;0;1096;990;;10;223;2319
16.01.2024 18:00:00;16.01.2024 19:00:00;0;0;1097;976;;12;199;2284
16.01.2024 19:00:00;16.01.2024 20:00:00;0;0;1090;979;;10;184;2263
16.01.2024 20:00:00;16.01.2024 21:00:00;0;0;1093;1010;;11;180;2294
16.01.2024 21:00:00;16.01.2024 22:00:00;0;0;1089;990;;12;202;2293
16.01.2024 22:00:00;16.01.2024 23:00:00;0;0;1071;839;;13;215;2138
16.01.2024 23:00:00;17.01.2024 00:00:00;0;0;1056;628;;13;196;1893
17.01.2024 00:00:00;17.01.2024 01:00:00;0;0;1083;643;;13;127;1866
17.01.2024 01:00:00;17.01.2024 02:00:00;0;0;1077;768;;13;75;1933
17.01.2024 02:00:00;17.01.2024 03:00:00;0;0;1080;784;;14;54;1932
17.01.2024 03:00:00;17.01.2024 04:00:00;0;0;1061;687;;14;50;1812
17.01.2024 04:00:00;17.01.2024 05:00:00;0;0;1068;670;;14;45;1797
17.01.2024 05:00:00;17.01.2024 06:00:00;0;0;1084;690;;14;61;1849
17.01.2024 06:00:00;17.01.2024 07:00:00;0;0;1081;804;;14;64;1963
17.01.2024 07:00:00;17.01.2024 08:00:00;0;0;1081;945;;14;66;2106
17.01.2024 08:00:00;17.01.2024 09:00:00;0;0;1086;982;;14;74;2156
17.01.2024 09:00:00;17.01.2024 10:00:00;0;0;1083;1034;;14;95;2226
17.01.2024 10:00:00;17.01.2024 11:00:00;0;0;1068;1053;;14;105;2240
17.01.2024 11:00:00;17.01.2024 12:00:00;0;0;1077;992;;14;96;2179
17.01.2024 12:00:00;17.01.2024 13:00:00;0;0;1074;993;;14;104;2185
17.01.2024 13:00:00;17.01.2024 14:00:00;0;0;1077;1000;;14;125;2216
17.01.2024 14:00:00;17.01.2024 15:00:00;0;0;1078;973;;14;150;2215
17.01.2024 15:00:00;17.01.2024 16:00:00;0;0;1089;977;;13;155;2234
17.01.2024 16:00:00;17.01.2024 17:00:00;0;0;1093;978;;13;170;2254
17.01.2024 17:00:00;17.01.2024 18:00:00;0;0;1097;992;;13;178;2280
17.01.2024 18:00:00;17.01.2024 19:00:00;0;0;1097;1030;;13;177;2317
17.01.2024 19:00:00;17.01.2024 20:00:00;0;0;1094;989;;13;186;2282
17.01.2024 20:00:00;17.01.2024 21:00:00;0;0;1097;1008;;14;175;2294
17.01.2024 21:00:00;17.01.2024 22:00:00;0;0;1095;883;;14;184;2176
17.01.2024 22:00:00;17.01.2024 23:00:00;0;0;1082;928;;14;177;2201
17.01.2024 23:00:00;18.01.2024 00:00:00;0;0;1084;909;;13;183;2189
18.01.2024 00:00:00;18.01.2024 01:00:00;0;0;1086;973;;14;188;2261
18.01.2024 01:00:00;18.01.2024 02:00:00;0;0;1087;953;;14;214;2268
18.01.2024 02:00:00;18.01.2024 03:00:00;0;0;1092;957;;14;210;2273
18.01.2024 03:00:00;18.01.2024 04:00:00;0;0;1081;957;;14;219;2271
18.01.2024 04:00:00;18.01.2024 05:00:00;0;0;1088;960;;14;214;2276
18.01.2024 05:00:00;18.01.2024 06:00:00;0;0;1079;936;;14;203;2232
18.01.2024 06:00:00;18.01.2024 07:00:00;0;0;1082;1011;;14;197;2304
18.01.2024 07:00:00;18.01.2024 08:00:00;0;0;1088;1042;;14;187;2331
18.01.2024 08:00:00;18.01.2024 09:00:00;0;0;1085;992;;14;188;2279
18.01.2024 09:00:00;18.01.2024 10:00:00;0;0;1091;1005;;16;205;2317
18.01.2024 10:00:00;18.01.2024 11:00:00;0;0;1078;1039;;16;205;2338
18.01.2024 11:00:00;18.01.2024 12:00:00;0;0;1079;1013;;15;212;2319
18.01.2024 12:00:00;18.01.2024 13:00:00;0;0;1092;1030;;15;183;2320
18.01.2024 13:00:00;18.01.2024 14:00:00;0;0;1092;1004;;12;156;2264
18.01.2024 14:00:00;18.01.2024 15:00:00;0;0;1100;1001;;11;138;2250
18.01.2024 15:00:00;18.01.2024 16:00:00;0;0;1112;1111;;12;104;2339
18.01.2024 16:00:00;18.01.2024 17:00:00;0;0;1116;1144;;12;105;2377
18.01.2024 17:00:00;18.01.2024 18:00:00;0;0;1123;1128;;12;75;2338
18.01.2024 18:00:00;18.01.2024 19:00:00;0;0;1116;1126;;11;90;2343
18.01.2024 19:00:00;18.01.2024 20:00:00;0;0;1117;1114;;12;102;2345
18.01.2024 20:00:00;18.01.2024 21:00:00;0;0;1107;1117;;12;84;2320
18.01.2024 21:00:00;18.01.2024 22:00:00;0;0;1121;1076;;12;93;2302
18.01.2024 22:00:00;18.01.2024 23:00:00;0;0;1116;1098;;13;80;2307
18.01.2024 23:00:00;19.01.2024 00:00:00;0;0;1106;932;;12;77;2127
19.01.2024 00:00:00;19.01.2024 01:00:00;0;0;1106;870;;12;91;2079
19.01.2024 01:00:00;19.01.2024 02:00:00;0;0;1097;837;;10;97;2041
19.01.2024 02:00:00;19.01.2024 03:00:00;0;0;1099;834;;8;130;2071
19.01.2024 03:00:00;19.01.2024 04:00:00;0;0;1103;743;;8;116;1970
19.01.2024 04:00:00;19.01.2024 05:00:00;0;0;1094;708;;8;104;1914
19.01.2024 05:00:00;19.01.2024 06:00:00;0;0;1092;723;;8;101;1924
19.01.2024 06:00:00;19.01.2024 07:00:00;0;0;1099;1089;;8;88;2284
19.01.2024 07:00:00;19.01.2024 08:00:00;0;0;1113;1106;;8;120;2347
19.01.2024 08:00:00;19.01.2024 09:00:00;0;0;1109;1084;;8;124;2325
19.01.2024 09:00:00;19.01.2024 10:00:00;0;0;1116;1067;;7;110;2300
19.01.2024 10:00:00;19.01.2024 11:00:00;0;0;1107;1134;;7;112;2360
19.01.2024 11:00:00;19.01.2024 12:00:00;0;0;1116;1140;;8;112;2376
19.01.2024 12:00:00;19.01.2024 13:00:00;0;0;1106;1142;;8;120;2376
19.01.2024 13:00:00;19.01.2024 14:00:00;0;0;1118;1069;;8;120;2315
19.01.2024 14:00:00;19.01.2024 15:00:00;0;0;1110;1040;;9;111;2270
19.01.2024 15:00:00;19.01.2024 16:00:00;0;0;1112;1080;;9;98;2299
19.01.2024 16:00:00;19.01.2024 17:00:00;0;0;1108;1041;;9;87;2245
19.01.2024 17:00:00;19.01.2024 18:00:00;0;0;1117;1103;;9;91;2320
19.01.2024 18:00:00;19.01.2024 19:00:00;0;0;1115;1039;;8;72;2234
19.01.2024 19:00:00;19.01.2024 20:00:00;0;0;1107;1087;;8;59;2261
19.01.2024 20:00:00;19.01.2024 21:00:00;0;0;1123;1111;;8;49;2291
19.01.2024 21:00:00;19.01.2024 22:00:00;0;0;1114;1105;;10;55;2284
19.01.2024 22:00:00;19.01.2024 23:00:00;0;0;1112;1032;;10;37;2191
19.01.2024 23:00:00;20.01.2024 00:00:00;0;0;1105;1019;;9;33;2166
20.01.2024 00:00:00;20.01.2024 01:00:00;0;0;1101;852;;10;41;2004
20.01.2024 01:00:00;20.01.2024 02:00:00;0;0;1091;835;;10;35;1971
20.01.2024 02:00:00;20.01.2024 03:00:00;0;0;1085;821;;10;50;1966
20.01.2024 03:00:00;20.01.2024 04:00:00;0;0;1087;821;;10;66;1984
20.01.2024 04:00:00;20.01.2024 05:00:00;0;0;1087;818;;11;87;2003
20.01.2024 05:00:00;20.01.2024 06:00:00;0;0;1089;711;;11;68;1879
20.01.2024 06:00:00;20.01.2024 07:00:00;0;0;1090;786;;11;57;1944
20.01.2024 07:00:00;20.01.2024 08:00:00;0;0;1085;826;;11;40;1962
20.01.2024 08:00:00;20.01.2024 09:00:00;0;0;1090;885;;11;16;2002
20.01.2024 09:00:00;20.01.2024 10:00:00;0;0;1094;898;;10;6;2008
20.01.2024 10:00:00;20.01.2024 11:00:00;0;0;1090;894;;10;2;1996
20.01.2024 11:00:00;20.01.2024 12:00:00;0;0;1093;848;;10;8;1959
20.01.2024 12:00:00;20.01.2024 13:00:00;0;0;1095;848;;10;41;1994
20.01.2024 13:00:00;20.01.2024 14:00:00;0;0;1087;886;;10;72;2055
20.01.2024 14:00:00;20.01.2024 15:00:00;0;0;1095;873;;10;138;2116
20.01.2024 15:00:00;20.01.2024 16:00:00;0;0;1095;875;;10;224;2204
20.01.2024 16:00:00;20.01.2024 17:00:00;0;0;1102;868;;10;242;2222
20.01.2024 17:00:00;20.01.2024 18:00:00;0;0;1102;984;;10;255;2351
20.01.2024 18:00:00;20.01.2024 19:00:00;0;0;1093;993;;10;236;2332
20.01.2024 19:00:00;20.01.2024 20:00:00;0;0;1089;808;;10;267;2174
20.01.2024 20:00:00;20.01.2024 21:00:00;0;0;1094;914;;10;291;2309
20.01.2024 21:00:00;20.01.2024 22:00:00;0;0;1090;807;;10;290;2197
20.01.2024 22:00:00;20.01.2024 23:00:00;0;0;1084;790;;10;266;2150
20.01.2024 23:00:00;21.01.2024 00:00:00;0;0;1076;708;;10;253;2047
21.01.2024 00:00:00;21.01.2024 01:00:00;0;0;1054;615;;10;205;1884
21.01.2024 01:00:00;21.01.2024 02:00:00;0;0;1043;441;;10;148;1642
21.01.2024 02:00:00;21.01.2024 03:00:00;0;0;1041;493;;11;96;1641
21.01.2024 03:00:00;21.01.2024 04:00:00;0;0;1039;485;;11;106;1641
21.01.2024 04:00:00;21.01.2024 05:00:00;0;0;1036;242;;12;118;1408
21.01.2024 05:00:00;21.01.2024 06:00:00;0;0;1031;230;;12;121;1394
21.01.2024 06:00:00;21.01.2024 07:00:00;0;0;1019;287;;12;127;1445
21.01.2024 07:00:00;21.01.2024 08:00:00;0;0;1001;256;;12;151;1420
21.01.2024 08:00:00;21.01.2024 09:00:00;0;0;1002;416;;11;160;1589
21.01.2024 09:00:00;21.01.2024 10:00:00;0;0;1005;448;;11;132;1596
21.01.2024 10:00:00;21.01.2024 11:00:00;0;0;1008;460;;11;163;1642
21.01.2024 11:00:00;21.01.2024 12:00:00;0;0;996;562;;11;177;1746
21.01.2024 12:00:00;21.01.2024 13:00:00;0;0;1011;771;;11;200;1993
21.01.2024 13:00:00;21.01.2024 14:00:00;0;0;975;616;;11;189;1791
21.01.2024 14:00:00;21.01.2024 15:00:00;0;0;962;426;;11;202;1601
21.01.2024 15:00:00;21.01.2024 16:00:00;0;0;977;451;;11;201;1640
21.01.2024 16:00:00;21.01.2024 17:00:00;0;0;964;793;;11;192;1960
21.01.2024 17:00:00;21.01.2024 18:00:00;0;0;986;870;;11;171;2038
21.01.2024 18:00:00;21.01.2024 19:00:00;0;0;989;890;;12;161;2052
21.01.2024 19:00:00;21.01.2024 20:00:00;0;0;997;815;;12;108;1932
21.01.2024 20:00:00;21.01.2024 21:00:00;0;0;967;676;;13;81;1737
21.01.2024 21:00:00;21.01.2024 22:00:00;0;0;925;483;;13;95;1516
21.01.2024 22:00:00;21.01.2024 23:00:00;0;0;936;499;;13;110;1558
21.01.2024 23:00:00;22.01.2024 00:00:00;0;0;921;425;;13;107;1466
22.01.2024 00:00:00;22.01.2024 01:00:00;0;0;953;253;;15;99;1320
22.01.2024 01:00:00;22.01.2024 02:00:00;0;0;949;166;;13;163;1291
22.01.2024 02:00:00;22.01.2024 03:00:00;0;0;925;168;;14;191;1298
22.01.2024 03:00:00;22.01.2024 04:00:00;0;0;908;164;;14;218;1304
22.01.2024 04:00:00;22.01.2024 05:00:00;0;0;915;147;;13;224;1299
22.01.2024 05:00:00;22.01.2024 06:00:00;0;0;918;295;;14;221;1448
22.01.2024 06:00:00;22.01.2024 07:00:00;0;0;942;366;;14;224;1546
22.01.2024 07:00:00;22.01.2024 08:00:00;0;0;943;507;;14;224;1688
22.01.2024 08:00:00;22.01.2024 09:00:00;0;0;985;694;;14;210;1903
22.01.2024 09:00:00;22.01.2024 10:00:00;0;0;975;590;;14;211;1790
22.01.2024 10:00:00;22.01.2024 11:00:00;0;0;974;619;;13;208;1814
22.01.2024 11:00:00;22.01.2024 12:00:00;0;0;946;556;;14;258;1774
22.01.2024 12:00:00;22.01.2024 13:00:00;0;0;909;474;;13;278;1674
22.01.2024 13:00:00;22.01.2024 14:00:00;0;0;960;401;;13;277;1651
22.01.2024 14:00:00;22.01.2024 15:00:00;0;0;945;562;;14;274;1795
22.01.2024 15:00:00;22.01.2024 16:00:00;0;0;971;570;;14;283;1838
22.01.2024 16:00:00;22.01.2024 17:00:00;0;0;988;539;;13;284;1824
22.01.2024 17:00:00;22.01.2024 18:00:00;0;0;967;740;;13;279;1999
22.01.2024 18:00:00;22.01.2024 19:00:00;0;0;972;697;;12;285;1966
22.01.2024 19:00:00;22.01.2024 20:00:00;0;0;977;596;;8;294;1875
22.01.2024 20:00:00;22.01.2024 21:00:00;0;0;978;543;;9;290;1820
22.01.2024 21:00:00;22.01.2024 22:00:00;0;0;966;501;;9;292;1768
22.01.2024 22:00:00;22.01.2024 23:00:00;0;0;958;354;;9;291;1612
22.01.2024 23:00:00;23.01.2024 00:00:00;0;0;952;245;;9;304;1510
23.01.2024 00:00:00;23.01.2024 01:00:00;0;0;967;217;;9;304;1497
23.01.2024 01:00:00;23.01.2024 02:00:00;0;0;960;146;;9;301;1416
23.01.2024 02:00:00;23.01.2024 03:00:00;0;0;962;144;;9;306;1421
23.01.2024 03:00:00;23.01.2024 04:00:00;0;0;960;144;;9;307;1420
23.01.2024 04:00:00;23.01.2024 05:00:00;0;0;955;146;;9;301;1411
23.01.2024 05:00:00;23.01.2024 06:00:00;0;0;955;239;;9;290;1493
23.01.2024 06:00:00;23.01.2024 07:00:00;0;0;961;379;;10;275;1625
23.01.2024 07:00:00;23.01.2024 08:00:00;0;0;968;539;;10;303;1820
23.01.2024 08:00:00;23.01.2024 09:00:00;0;0;986;610;;10;295;1901
23.01.2024 09:00:00;23.01.2024 10:00:00;0;0;956;593;;11;290;1850
23.01.2024 10:00:00;23.01.2024 11:00:00;0;0;977;582;;11;291;1861
23.01.2024 11:00:00;23.01.2024 12:00:00;0;0;1001;573;;11;283;1868
23.01.2024 12:00:00;23.01.2024 13:00:00;0;0;1002;539;;11;253;1805
23.01.2024 13:00:00;23.01.2024 14:00:00;0;0;993;456;;11;188;1648
23.01.2024 14:00:00;23.01.2024 15:00:00;0;0;998;675;;10;174;1857
23.01.2024 15:00:00;23.01.2024 16:00:00;0;0;1012;679;;10;123;1824
23.01.2024 16:00:00;23.01.2024 17:00:00;0;0;1007;656;;10;74;1747
23.01.2024 17:00:00;23.01.2024 18:00:00;0;0;1028;652;;9;40;1729
23.01.2024 18:00:00;23.01.2024 19:00:00;0;0;1006;622;;10;74;1712
23.01.2024 19:00:00;23.01.2024 20:00:00;0;0;1005;615;;9;90;1719
23.01.2024 20:00:00;23.01.2024 21:00:00;0;0;987;481;;10;149;1627
23.01.2024 21:00:00;23.01.2024 22:00:00;0;0;981;338;;10;252;1581
23.01.2024 22:00:00;23.01.2024 23:00:00;0;0;977;357;;11;284;1629
23.01.2024 23:00:00;24.01.2024 00:00:00;0;0;955;279;;11;299;1544
24.01.2024 00:00:00;24.01.2024 01:00:00;0;0;1007;351;;11;278;1647
24.01.2024 01:00:00;24.01.2024 02:00:00;0;0;984;272;;11;268;1535
24.01.2024 02:00:00;24.01.2024 03:00:00;0;0;974;186;;11;290;1461
24.01.2024 03:00:00;24.01.2024 04:00:00;0;0;957;155;;11;293;1416
24.01.2024 04:00:00;24.01.2024 05:00:00;0;0;946;155;;11;270;1382
24.01.2024 05:00:00;24.01.2024 06:00:00;0;0;965;246;;11;210;1432
24.01.2024 06:00:00;24.01.2024 07:00:00;0;0;972;299;;11;160;1442
24.01.2024 07:00:00;24.01.2024 08:00:00;0;0;1012;426;;11;80;1529
24.01.2024 08:00:00;24.01.2024 09:00:00;0;0;996;596;;11;51;1654
24.01.2024 09:00:00;24.01.2024 10:00:00;0;0;1004;565;;11;33;1613
24.01.2024 10:00:00;24.01.2024 11:00:00;0;0;998;549;;11;21;1579
24.01.2024 11:00:00;24.01.2024 12:00:00;0;0;984;470;;11;7;1472
24.01.2024 12:00:00;24.01.2024 13:00:00;0;0;1003;391;;11;1;1406
24.01.2024 13:00:00;24.01.2024 14:00:00;0;0;996;361;;11;0;1368
24.01.2024 14:00:00;24.01.2024 15:00:00;0;0;991;434;;11;0;1436
24.01.2024 15:00:00;24.01.2024 16:00:00;0;0;987;434;;11;2;1434
24.01.2024 16:00:00;24.01.2024 17:00:00;0;0;982;632;;11;1;1626
24.01.2024 17:00:00;24.01.2024 18:00:00;0;0;1000;810;;10;1;1821
24.01.2024 18:00:00;24.01.2024 19:00:00;0;0;1010;786;;10;2;1808
24.01.2024 19:00:00;24.01.2024 20:00:00;0;0;1005;758;;10;2;1775
24.01.2024 20:00:00;24.01.2024 21:00:00;0;0;996;683;;10;7;1696
24.01.2024 21:00:00;24.01.2024 22:00:00;0;0;1007;565;;10;13;1595
24.01.2024 22:00:00;24.01.2024 23:00:00;0;0;993;545;;10;9;1557
24.01.2024 23:00:00;25.01.2024 00:00:00;0;0;976;461;;10;9;1456
25.01.2024 00:00:00;25.01.2024 01:00:00;0;0;953;470;;10;18;1451
25.01.2024 01:00:00;25.01.2024 02:00:00;0;0;963;387;;10;42;1402
25.01.2024 02:00:00;25.01.2024 03:00:00;0;0;975;342;;10;93;1420
25.01.2024 03:00:00;25.01.2024 04:00:00;0;0;971;339;;10;147;1467
25.01.2024 04:00:00;25.01.2024 05:00:00;0;0;968;350;;10;158;1486
25.01.2024 05:00:00;25.01.2024 06:00:00;0;0;973;444;;10;180;1607
25.01.2024 06:00:00;25.01.2024 07:00:00;0;0;1002;709;;10;242;1963
25.01.2024 07:00:00;25.01.2024 08:00:00;0;0;1015;967;;10;267;2259
25.01.2024 08:00:00;25.01.2024 09:00:00;0;0;1028;949;;10;250;2237
25.01.2024 09:00:00;25.01.2024 10:00:00;0;0;1034;947;;10;277;2268
25.01.2024 10:00:00;25.01.2024 11:00:00;0;0;1036;853;;10;251;2150
25.01.2024 11:00:00;25.01.2024 12:00:00;0;0;1033;877;;10;256;2176
25.01.2024 12:00:00;25.01.2024 13:00:00;0;0;1039;892;;10;216;2157
25.01.2024 13:00:00;25.01.2024 14:00:00;0;0;1052;936;;10;184;2182
25.01.2024 14:00:00;25.01.2024 15:00:00;0;0;1064;965;;10;153;2192
25.01.2024 15:00:00;25.01.2024 16:00:00;0;0;1067;1012;;9;140;2228
25.01.2024 16:00:00;25.01.2024 17:00:00;0;0;1074;987;;9;122;2192
25.01.2024 17:00:00;25.01.2024 18:00:00;0;0;1069;984;;9;97;2159
25.01.2024 18:00:00;25.01.2024 19:00:00;0;0;1062;943;;8;47;2060
25.01.2024 19:00:00;25.01.2024 20:00:00;0;0;1070;1015;;6;31;2122
25.01.2024 20:00:00;25.01.2024 21:00:00;0;0;1069;1016;;7;46;2138
25.01.2024 21:00:00;25.01.2024 22:00:00;0;0;1069;1013;;8;59;2149
25.01.2024 22:00:00;25.01.2024 23:00:00;0;0;1060;933;;8;89;2090
25.01.2024 23:00:00;26.01.2024 00:00:00;0;0;1057;906;;9;154;2126
26.01.2024 00:00:00;26.01.2024 01:00:00;0;0;1059;885;;10;206;2160
26.01.2024 01:00:00;26.01.2024 02:00:00;0;0;1046;881;;12;202;2141
26.01.2024 02:00:00;26.01.2024 03:00:00;0;0;1048;759;;14;202;2023
26.01.2024 03:00:00;26.01.2024 04:00:00;0;0;1053;686;;14;207;1960
26.01.2024 04:00:00;26.01.2024 05:00:00;0;0;1057;637;;14;239;1947
26.01.2024 05:00:00;26.01.2024 06:00:00;0;0;1036;598;;15;239;1888
26.01.2024 06:00:00;26.01.2024 07:00:00;0;0;1066;747;;15;257;2085
26.01.2024 07:00:00;26.01.2024 08:00:00;0;0;1070;975;;16;246;2307
26.01.2024 08:00:00;26.01.2024 09:00:00;0;0;1080;967;;16;244;2307
26.01.2024 09:00:00;26.01.2024 10:00:00;0;0;1084;1006;;16;263;2369
26.01.2024 10:00:00;26.01.2024 11:00:00;0;0;1083;828;;15;258;2184
26.01.2024 11:00:00;26.01.2024 12:00:00;0;0;1076;698;;15;203;1992
26.01.2024 12:00:00;26.01.2024 13:00:00;0;0;1070;647;;15;180;1912
26.01.2024 13:00:00;26.01.2024 14:00:00;0;0;1066;483;;11;180;1740
26.01.2024 14:00:00;26.01.2024 15:00:00;0;0;1043;429;;10;145;1627
26.01.2024 15:00:00;26.01.2024 16:00:00;0;0;1067;395;;13;73;1548
26.01.2024 16:00:00;26.01.2024 17:00:00;0;0;1085;478;;13;31;1607
26.01.2024 17:00:00;26.01.2024 18:00:00;0;0;1099;794;;12;4;1909
26.01.2024 18:00:00;26.01.2024 19:00:00;0;0;1111;809;;12;19;1951
26.01.2024 19:00:00;26.01.2024 20:00:00;0;0;1101;773;;12;83;1969
26.01.2024 20:00:00;26.01.2024 21:00:00;0;0;1089;755;;13;196;2053
26.01.2024 21:00:00;26.01.2024 22:00:00;0;0;1103;710;;14;234;2061
26.01.2024 22:00:00;26.01.2024 23:00:00;0;0;1092;661;;14;224;1991
26.01.2024 23:00:00;27.01.2024 00:00:00;0;0;1098;606;;14;222;1940
27.01.2024 00:00:00;27.01.2024 01:00:00;0;0;1075;580;;15;225;1895
27.01.2024 01:00:00;27.01.2024 02:00:00;0;0;1072;586;;15;216;1889
27.01.2024 02:00:00;27.01.2024 03:00:00;0;0;1070;724;;16;155;1965
27.01.2024 03:00:00;27.01.2024 04:00:00;0;0;1074;790;;16;126;2006
27.01.2024 04:00:00;27.01.2024 05:00:00;0;0;1086;734;;16;181;2017
27.01.2024 05:00:00;27.01.2024 06:00:00;0;0;1074;724;;16;261;2075
27.01.2024 06:00:00;27.01.2024 07:00:00;0;0;1082;713;;16;295;2106
27.01.2024 07:00:00;27.01.2024 08:00:00;0;0;1078;739;;15;307;2139
27.01.2024 08:00:00;27.01.2024 09:00:00;0;0;1080;855;;15;304;2254
27.01.2024 09:00:00;27.01.2024 10:00:00;0;0;1074;894;;15;304;2287
27.01.2024 10:00:00;27.01.2024 11:00:00;0;0;1089;925;;15;304;2333
27.01.2024 11:00:00;27.01.2024 12:00:00;0;0;1067;759;;15;308;2149
27.01.2024 12:00:00;27.01.2024 13:00:00;0;0;1056;713;;15;308;2092
27.01.2024 13:00:00;27.01.2024 14:00:00;0;0;1023;706;;15;305;2049
27.01.2024 14:00:00;27.01.2024 15:00:00;0;0;1056;715;;15;307;2093
27.01.2024 15:00:00;27.01.2024 16:00:00;0;0;1061;883;;14;309;2267
27.01.2024 16:00:00;27.01.2024 17:00:00;0;0;1067;945;;14;315;2341
27.01.2024 17:00:00;27.01.2024 18:00:00;0;0;1077;1031;;14;315;2437
